p_1_agree_item_1,p_1_agree_item_2,p_1_agree_item_3,p_1_agree_item_4,p_1_agree_item_5,p_1_agree_item_6,p_1_consc_item_1,p_1_consc_item_2,p_1_consc_item_3,p_1_consc_item_4,p_1_consc_item_5,p_1_consc_item_6,p_1_extr_item_1,p_1_extr_item_2,p_1_extr_item_3,p_1_extr_item_4,p_1_extr_item_5,p_1_extr_item_6,p_1_neuro_item_1,p_1_neuro_item_2,p_1_neuro_item_3,p_1_neuro_item_4,p_1_neuro_item_5,p_1_neuro_item_6,p_1_openness_item_1,p_1_openness_item_2,p_1_openness_item_3,p_1_openness_item_4,p_1_openness_item_5,p_1_openness_item_6,p_2_agree_item_1,p_2_agree_item_2,p_2_agree_item_3,p_2_agree_item_4,p_2_agree_item_5,p_2_agree_item_6,p_2_consc_item_1,p_2_consc_item_2,p_2_consc_item_3,p_2_consc_item_4,p_2_consc_item_5,p_2_consc_item_6,p_2_extr_item_1,p_2_extr_item_2,p_2_extr_item_3,p_2_extr_item_4,p_2_extr_item_5,p_2_extr_item_6,p_2_neuro_item_1,p_2_neuro_item_2,p_2_neuro_item_3,p_2_neuro_item_4,p_2_neuro_item_5,p_2_neuro_item_6,p_2_openness_item_1,p_2_openness_item_2,p_2_openness_item_3,p_2_openness_item_4,p_2_openness_item_5,p_2_openness_item_6,p_3_agree_item_1,p_3_agree_item_2,p_3_agree_item_3,p_3_agree_item_4,p_3_agree_item_5,p_3_agree_item_6,p_3_consc_item_1,p_3_consc_item_2,p_3_consc_item_3,p_3_consc_item_4,p_3_consc_item_5,p_3_consc_item_6,p_3_extr_item_1,p_3_extr_item_2,p_3_extr_item_3,p_3_extr_item_4,p_3_extr_item_5,p_3_extr_item_6,p_3_neuro_item_1,p_3_neuro_item_2,p_3_neuro_item_3,p_3_neuro_item_4,p_3_neuro_item_5,p_3_neuro_item_6,p_3_openness_item_1,p_3_openness_item_2,p_3_openness_item_3,p_3_openness_item_4,p_3_openness_item_5,p_3_openness_item_6,source_file,PROLIFIC_PID,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score
5,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,5,4,4,3,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,669d8f03a8742ea4d11b35d8,3.0,3.0,3.0,3.25,3.0
5,5,4,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,66b3e078bef7d6dd6c53e015,3.75,5.0,3.75,2.75,4.25
4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_6.csv,66ede5bbe36caed7269bd7e2,2.75,3.75,3.75,2.5,4.75
4,4,3,4,4,4,3,4,3,4,4,4,2,3,2,2,2,2,4,4,3,4,3,4,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,2,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,results_7.csv,5b15307351caaf0001228d9b,1.0,4.5,4.75,4.25,2.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_7.csv,5bef41fa54277d000114d6ad,4.0,4.0,4.0,2.5,4.0
4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,2,4,4,3,results_7.csv,60fb26e75427cb8125f2e4a4,3.25,3.25,4.0,2.0,4.0
2,4,3,3,3,2,4,4,4,4,4,4,2,3,2,3,2,3,4,4,3,4,4,4,2,3,2,3,3,3,4,4,3,4,3,3,4,4,4,4,3,4,3,3,3,2,3,2,4,4,3,4,4,4,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,results_7.csv,60fd6618f9a377f54dcdf318,2.0,3.25,4.75,1.0,3.25
3,4,2,4,4,2,4,4,4,4,4,4,3,3,2,3,3,4,4,4,2,5,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,3,4,4,4,2,3,2,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,results_7.csv,632b9d9bc38454f47019295c,1.0,3.25,4.0,1.0,4.75
3,3,2,4,3,2,4,4,4,4,4,4,2,3,1,2,3,2,4,4,3,4,4,4,3,4,2,3,4,3,3,4,3,4,4,4,4,4,3,4,4,3,2,3,2,3,3,2,4,4,3,4,4,4,2,3,2,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3,4,4,3,results_7.csv,64012a2623351894f2917605,2.0,4.0,4.5,1.5,4.0
3,4,2,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,2,3,2,3,3,3,4,5,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,results_7.csv,66170b4c0e786dcaf1356dd3,2.75,4.0,4.0,4.0,4.25
4,4,3,4,4,4,4,5,4,4,5,4,4,4,3,4,4,4,4,4,2,4,4,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,results_7.csv,662b357f8ee98eee43595d43,3.75,3.25,4.75,1.5,5.0
4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,results_7.csv,6643a23e1668916a901333d9,3.25,5.0,4.5,1.25,4.5
3,3,2,3,2,3,4,4,3,4,4,4,3,3,2,3,3,3,4,4,3,4,3,3,2,3,2,3,3,3,4,4,3,4,3,3,4,4,3,4,3,3,3,3,2,3,3,3,3,4,3,4,3,4,3,3,3,2,3,3,4,3,3,4,3,3,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,results_7.csv,6665cd88654aed261dac715c,1.75,3.25,4.0,2.25,3.0
3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,results_7.csv,669e7b8d49d69303f41baed1,4.5,4.0,4.25,2.5,4.5
4,4,2,4,4,4,4,4,3,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,results_7.csv,66a2e7cb1d9c242e4a7116cc,2.5,3.75,2.5,3.75,4.0
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_7.csv,66aa826226ace74112a5a24f,3.25,4.5,4.25,2.5,4.75
2,3,4,3,4,2,4,5,4,4,4,4,3,2,2,2,2,2,4,4,3,4,4,4,2,3,1,2,4,2,3,4,2,3,3,2,4,4,4,4,3,4,2,2,3,2,2,2,4,4,4,4,4,3,1,2,2,2,2,3,3,4,2,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,2,4,2,3,4,3,results_7.csv,66c39523c807184f4582c50a,1.0,3.25,5.0,2.5,2.75
3,4,3,4,4,4,4,5,4,4,4,4,3,3,2,3,3,3,4,4,3,4,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,4,4,4,4,4,4,2,2,2,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,results_7.csv,66e0878b8a2624c7a7339c19,1.75,4.0,5.0,3.0,4.25
3,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,4,4,4,4,3,4,3,3,3,2,2,2,4,4,2,4,4,4,4,4,4,4,4,3,2,3,2,2,3,3,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,results_7.csv,66e1db013b5b9c42283af192,2.0,4.0,4.75,2.0,4.0
4,4,3,4,4,4,4,4,3,5,4,4,3,4,2,3,3,4,4,4,3,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,3,4,4,4,2,2,3,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,results_7.csv,6700913b83a64ec85e20319a,3.25,4.25,4.0,4.5,5.0
4,4,3,4,3,3,4,4,3,4,4,5,3,3,2,2,3,3,4,4,3,4,4,3,3,4,3,3,3,3,3,4,3,4,3,4,4,4,3,4,3,3,3,2,3,3,3,3,4,4,3,4,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,4,3,results_7.csv,671e70010b8f04850445045f,3.5,3.5,3.5,3.0,2.75
2,3,2,3,2,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_5.csv,5911ef4adcc7b30001eed81b,1.0,1.0,3.0,2.5,3.0
4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_5.csv,5d27e4e24ea8d100170b3c61,3.75,4.5,2.0,4.25,5.0
4,4,3,4,3,3,5,4,4,5,4,4,3,3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,results_5.csv,5dd42e7f35cf744223c60d1b,4.5,2.0,5.0,3.75,4.75
4,4,3,4,4,4,5,5,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,results_5.csv,6089ced32208d519e8ff3ef4,2.0,4.25,4.75,5.0,5.0
4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,4,5,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,3,4,4,4,results_5.csv,60c4e1091b936c7b812e5af4,2.0,4.0,4.25,1.75,4.0
4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_5.csv,61453d979fbdb8e800b8f0eb,3.5,5.0,3.75,2.0,4.5
4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,5,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,results_5.csv,62e9731465fb490879d942c7,3.5,4.0,4.0,2.5,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,results_5.csv,6328817c90a7f703ded34c91,1.25,1.75,2.5,3.0,3.75
4,4,4,5,4,5,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_5.csv,63f2f1469fb6bfe8a8cef51f,1.0,5.0,2.0,3.75,4.5
4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,3,4,4,4,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,results_5.csv,63fcf26a814570a76bcf2237,1.75,3.25,2.5,2.5,5.0
4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4,3,4,results_5.csv,65bf99712dfa1f05ee0333c8,3.0,3.0,3.5,3.25,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,results_5.csv,6647687c4e426658c608e92e,3.25,4.25,4.5,2.25,4.0
4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_5.csv,669d6d17eeff48e26e8de5d1,3.5,3.75,3.75,2.5,4.5
2,3,2,3,2,2,4,4,3,3,3,3,2,3,2,2,2,2,4,4,2,4,3,3,2,3,1,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,2,3,2,3,3,3,3,4,3,4,3,3,2,2,2,2,2,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,results_5.csv,66d5d10f4defd1d7b2cdd5c5,1.5,3.0,4.25,1.75,3.25
4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,5,4,4,4,3,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_5.csv,66eb1a41306925cf993d6490,3.0,4.0,3.0,3.25,5.0
4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,2,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,results_5.csv,67055b370e3c0c4965a03128,3.0,4.5,3.75,2.0,3.0
4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,5,3,5,5,4,4,4,3,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,3,4,results_5.csv,672bb5dadc26d7849dc27b55,3.0,4.5,4.0,2.5,5.0
4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,4,3,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,results_5.csv,672e0b37843f0e09b015f73a,2.5,4.0,2.5,2.5,4.0
3,3,2,3,3,3,3,4,3,3,3,3,2,2,2,3,2,2,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,3,4,3,3,2,2,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,2,results_4.csv,558fff05fdf99b3f7aada357,1.0,2.0,3.75,3.75,2.0
3,3,2,3,3,3,4,4,3,4,3,3,3,2,2,3,4,3,4,4,3,4,4,3,3,4,2,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,4,3,3,4,3,4,4,4,3,4,3,3,4,3,4,4,5,4,3,4,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,results_4.csv,55d234b45bc5bc0005d9039d,1.5,2.25,3.75,3.5,3.75
4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,results_4.csv,5758948e00ca320007267deb,1.5,4.25,2.75,2.25,5.0
4,4,3,3,4,4,4,4,4,4,4,4,3,4,2,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,results_4.csv,5c3aba062b75d300019898eb,2.25,4.5,4.0,1.5,4.0
5,4,3,4,4,4,4,4,4,4,4,4,2,4,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_4.csv,5e09ffd8fa3d102a583771c1,1.5,4.75,1.5,4.25,4.75
4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,results_4.csv,5eea591930ca5f0ddaa75a7f,3.0,3.0,4.75,2.0,4.25
4,4,5,4,4,4,4,4,3,4,4,4,2,4,2,2,3,3,4,4,4,4,4,4,2,4,2,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,2,2,3,4,4,4,4,3,4,4,4,3,4,2,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_4.csv,62c026818910950fc380e599,1.5,3.5,3.25,4.25,4.5
4,5,2,4,4,5,4,4,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,5,4,4,4,5,2,4,4,4,4,5,4,5,4,4,3,4,4,4,3,3,3,4,5,4,4,4,3,4,4,4,3,2,3,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,5,4,4,5,4,4,results_4.csv,641351c9058c0f951d9660ee,2.0,2.5,2.75,1.75,5.0
3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,4,2,3,3,4,3,3,4,5,3,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,5,4,3,4,3,3,results_4.csv,65293fa9b73b0edd4fd93b95,4.25,3.5,3.5,1.5,2.75
5,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,2,4,4,4,3,5,2,3,4,4,3,4,4,4,4,5,4,4,4,4,4,4,3,2,2,4,4,3,4,4,4,4,4,4,3,2,3,4,3,2,4,4,5,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,results_4.csv,6604613c980e905f7748e9c1,2.75,4.75,4.0,2.5,5.0
4,5,4,4,4,4,4,4,3,4,3,4,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,results_4.csv,66467e6f4c38889f9d043c4b,2.0,4.0,3.0,3.25,4.25
4,4,3,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,4,4,3,4,4,4,4,4,3,5,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,results_4.csv,664a16dadcc9b3525dd04be1,3.75,3.25,2.75,2.5,3.25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,results_4.csv,66805f486ae4ada5289839e3,1.0,4.0,4.75,1.75,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_4.csv,66a933fdb94f29e639165388,3.0,4.0,3.5,2.75,4.0
3,3,3,3,3,4,4,4,3,4,3,2,3,2,1,2,4,2,5,4,2,4,4,3,4,3,2,2,3,2,4,5,4,4,4,4,4,4,3,4,4,3,3,2,2,2,4,2,4,4,4,4,4,3,2,2,3,2,2,4,4,4,4,5,4,4,4,4,3,4,4,3,2,4,3,3,4,3,4,4,4,4,4,4,2,3,4,3,4,3,results_4.csv,66c5433b1c4230c095c6236c,1.75,3.5,5.0,3.25,1.25
4,4,2,5,4,4,4,4,3,4,4,3,2,2,2,4,3,4,4,4,4,4,4,4,4,5,2,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,4,2,3,2,4,4,4,3,4,4,4,4,4,3,5,4,4,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,results_4.csv,66cbd449c6029aaeeafcb71f,1.75,5.0,2.0,4.25,5.0
4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,5,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,results_4.csv,670efc8f27af6732888de1d8,3.5,4.5,3.75,2.75,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_4.csv,671c102c7e10006dcb5884f3,4.0,4.0,3.5,2.25,4.5
